"Lookup"	"Year"	"Sector"	"End Use"	"Fuel"	"Value"
"2011TotalCooking/cateringBioenergy & Waste"	2011	"Total"	"Cooking/catering"	"Bioenergy & Waste"	0.86
"2011TotalProcess useBioenergy & Waste"	2011	"Total"	"Process use"	"Bioenergy & Waste"	0
"2011TotalDrying/separationBioenergy & Waste"	2011	"Total"	"Drying/separation"	"Bioenergy & Waste"	0
"2011TotalHeat totalBioenergy & Waste"	2011	"Total"	"Heat total"	"Bioenergy & Waste"	1926.85
"2011TotalComputingBioenergy & Waste"	2011	"Total"	"Computing"	"Bioenergy & Waste"	0
"2011TotalCooling and ventilationBioenergy & Waste"	2011	"Total"	"Cooling and ventilation"	"Bioenergy & Waste"	0
"2011TotalLighting and appliancesBioenergy & Waste"	2011	"Total"	"Lighting and appliances"	"Bioenergy & Waste"	0
"2011TotalMotorsBioenergy & Waste"	2011	"Total"	"Motors"	"Bioenergy & Waste"	0
"2011TotalCompressed airBioenergy & Waste"	2011	"Total"	"Compressed air"	"Bioenergy & Waste"	0
"2011TotalRefrigerationBioenergy & Waste"	2011	"Total"	"Refrigeration"	"Bioenergy & Waste"	0
"2011TotalOtherBioenergy & Waste"	2011	"Total"	"Other"	"Bioenergy & Waste"	0
"2011TotalTransportBioenergy & Waste"	2011	"Total"	"Transport"	"Bioenergy & Waste"	1127.52
"2011TotalNon-heat totalBioenergy & Waste"	2011	"Total"	"Non-heat total"	"Bioenergy & Waste"	1127.52
"2011TotalOverall totalBioenergy & Waste"	2011	"Total"	"Overall total"	"Bioenergy & Waste"	3054.37
"2011TotalOverall total excluding transportBioenergy & Waste"	2011	"Total"	"Overall total excluding transport"	"Bioenergy & Waste"	1926.85
"2010DomesticSpace heatingBioenergy & Waste"	2010	"Domestic"	"Space heating"	"Bioenergy & Waste"	1448.45
"2010DomesticWater heatingBioenergy & Waste"	2010	"Domestic"	"Water heating"	"Bioenergy & Waste"	0
"2010DomesticCooking/cateringBioenergy & Waste"	2010	"Domestic"	"Cooking/catering"	"Bioenergy & Waste"	0
"2010DomesticHeat totalBioenergy & Waste"	2010	"Domestic"	"Heat total"	"Bioenergy & Waste"	1448.45
"2010DomesticLighting and appliancesBioenergy & Waste"	2010	"Domestic"	"Lighting and appliances"	"Bioenergy & Waste"	0
"2010DomesticOverall totalBioenergy & Waste"	2010	"Domestic"	"Overall total"	"Bioenergy & Waste"	1448.45
"2010ServiceSpace heatingBioenergy & Waste"	2010	"Service"	"Space heating"	"Bioenergy & Waste"	107.21
"2010ServiceWater heatingBioenergy & Waste"	2010	"Service"	"Water heating"	"Bioenergy & Waste"	10.5
"2010ServiceCooking/cateringBioenergy & Waste"	2010	"Service"	"Cooking/catering"	"Bioenergy & Waste"	0.91
"2010ServiceHeat totalBioenergy & Waste"	2010	"Service"	"Heat total"	"Bioenergy & Waste"	118.61
"2010ServiceComputingBioenergy & Waste"	2010	"Service"	"Computing"	"Bioenergy & Waste"	0
"2010ServiceCooling and ventilationBioenergy & Waste"	2010	"Service"	"Cooling and ventilation"	"Bioenergy & Waste"	0
"2010ServiceLightingBioenergy & Waste"	2010	"Service"	"Lighting"	"Bioenergy & Waste"	0
"2010ServiceOtherBioenergy & Waste"	2010	"Service"	"Other"	"Bioenergy & Waste"	0
"2010ServiceOverall totalBioenergy & Waste"	2010	"Service"	"Overall total"	"Bioenergy & Waste"	118.61
"2010IndustrySpace heatingBioenergy & Waste"	2010	"Industry"	"Space heating"	"Bioenergy & Waste"	471.9
"2010IndustryHigh temperature processBioenergy & Waste"	2010	"Industry"	"High temperature process"	"Bioenergy & Waste"	0
"2010IndustryLow temperature processBioenergy & Waste"	2010	"Industry"	"Low temperature process"	"Bioenergy & Waste"	0
"2010IndustryDrying/separationBioenergy & Waste"	2010	"Industry"	"Drying/separation"	"Bioenergy & Waste"	0
"2010IndustryHeat totalBioenergy & Waste"	2010	"Industry"	"Heat total"	"Bioenergy & Waste"	471.9
"2010IndustryMotorsBioenergy & Waste"	2010	"Industry"	"Motors"	"Bioenergy & Waste"	0
"2010IndustryCompressed airBioenergy & Waste"	2010	"Industry"	"Compressed air"	"Bioenergy & Waste"	0
"2010IndustryLightingBioenergy & Waste"	2010	"Industry"	"Lighting"	"Bioenergy & Waste"	0
"2010IndustryRefrigerationBioenergy & Waste"	2010	"Industry"	"Refrigeration"	"Bioenergy & Waste"	0
"2010IndustryOtherBioenergy & Waste"	2010	"Industry"	"Other"	"Bioenergy & Waste"	0
"2010IndustryOverall totalBioenergy & Waste"	2010	"Industry"	"Overall total"	"Bioenergy & Waste"	471.9
"2010TransportNon-heat purposesBioenergy & Waste"	2010	"Transport"	"Non-heat purposes"	"Bioenergy & Waste"	1217.57
"2010TotalSpace heatingBioenergy & Waste"	2010	"Total"	"Space heating"	"Bioenergy & Waste"	2027.55
"2010TotalWater heatingBioenergy & Waste"	2010	"Total"	"Water heating"	"Bioenergy & Waste"	10.5
"2010TotalCooking/cateringBioenergy & Waste"	2010	"Total"	"Cooking/catering"	"Bioenergy & Waste"	0.91
"2010TotalProcess useBioenergy & Waste"	2010	"Total"	"Process use"	"Bioenergy & Waste"	0
"2010TotalDrying/separationBioenergy & Waste"	2010	"Total"	"Drying/separation"	"Bioenergy & Waste"	0
"2010TotalHeat totalBioenergy & Waste"	2010	"Total"	"Heat total"	"Bioenergy & Waste"	2038.96
"2010TotalComputingBioenergy & Waste"	2010	"Total"	"Computing"	"Bioenergy & Waste"	0
"2010TotalCooling and ventilationBioenergy & Waste"	2010	"Total"	"Cooling and ventilation"	"Bioenergy & Waste"	0
"2010TotalLighting and appliancesBioenergy & Waste"	2010	"Total"	"Lighting and appliances"	"Bioenergy & Waste"	0
"2010TotalMotorsBioenergy & Waste"	2010	"Total"	"Motors"	"Bioenergy & Waste"	0
"2010TotalCompressed airBioenergy & Waste"	2010	"Total"	"Compressed air"	"Bioenergy & Waste"	0
"2010TotalRefrigerationBioenergy & Waste"	2010	"Total"	"Refrigeration"	"Bioenergy & Waste"	0
"2010TotalOtherBioenergy & Waste"	2010	"Total"	"Other"	"Bioenergy & Waste"	0
"2010TotalTransportBioenergy & Waste"	2010	"Total"	"Transport"	"Bioenergy & Waste"	1217.57
"2010TotalNon-heat totalBioenergy & Waste"	2010	"Total"	"Non-heat total"	"Bioenergy & Waste"	1217.57
"2010TotalOverall totalBioenergy & Waste"	2010	"Total"	"Overall total"	"Bioenergy & Waste"	3256.53
"2010TotalOverall total excluding transportBioenergy & Waste"	2010	"Total"	"Overall total excluding transport"	"Bioenergy & Waste"	2038.96
"2015DomesticSpace heatingTotal"	2015	"Domestic"	"Space heating"	"Total"	25386.24
"2015DomesticWater heatingTotal"	2015	"Domestic"	"Water heating"	"Total"	7046.81
"2015DomesticCooking/cateringTotal"	2015	"Domestic"	"Cooking/catering"	"Total"	1144.69
"2015DomesticHeat totalTotal"	2015	"Domestic"	"Heat total"	"Total"	33577.74
"2015DomesticLighting and appliancesTotal"	2015	"Domestic"	"Lighting and appliances"	"Total"	6718.83
"2015DomesticOverall totalTotal"	2015	"Domestic"	"Overall total"	"Total"	40296.57
"2015ServiceSpace heatingTotal"	2015	"Service"	"Space heating"	"Total"	8530.57
"2015ServiceWater heatingTotal"	2015	"Service"	"Water heating"	"Total"	1199.08
"2015ServiceCooking/cateringTotal"	2015	"Service"	"Cooking/catering"	"Total"	1775
"2015ServiceHeat totalTotal"	2015	"Service"	"Heat total"	"Total"	11504.65
"2015ServiceComputingTotal"	2015	"Service"	"Computing"	"Total"	841.94
"2015ServiceCooling and ventilationTotal"	2015	"Service"	"Cooling and ventilation"	"Total"	1110.85
"2015ServiceLightingTotal"	2015	"Service"	"Lighting"	"Total"	1848.8
"2015ServiceOtherTotal"	2015	"Service"	"Other"	"Total"	3433.49
"2015ServiceOverall totalTotal"	2015	"Service"	"Overall total"	"Total"	18739.73
"2015IndustrySpace heatingTotal"	2015	"Industry"	"Space heating"	"Total"	3428.49
"2015IndustryHigh temperature processTotal"	2015	"Industry"	"High temperature process"	"Total"	4040.7
"2015IndustryLow temperature processTotal"	2015	"Industry"	"Low temperature process"	"Total"	5218.73
"2015IndustryDrying/separationTotal"	2015	"Industry"	"Drying/separation"	"Total"	1690.67
"2015IndustryHeat totalTotal"	2015	"Industry"	"Heat total"	"Total"	14378.6
"2015IndustryMotorsTotal"	2015	"Industry"	"Motors"	"Total"	2653.71
"2015IndustryCompressed airTotal"	2015	"Industry"	"Compressed air"	"Total"	758.67
"2015IndustryLightingTotal"	2015	"Industry"	"Lighting"	"Total"	228.32
"2015IndustryRefrigerationTotal"	2015	"Industry"	"Refrigeration"	"Total"	453.65
"2015IndustryOtherTotal"	2015	"Industry"	"Other"	"Total"	1578.7
"2015IndustryOverall totalTotal"	2015	"Industry"	"Overall total"	"Total"	20051.65
"2015TransportNon-heat purposesTotal"	2015	"Transport"	"Non-heat purposes"	"Total"	54749.05
"2015TotalSpace heatingTotal"	2015	"Total"	"Space heating"	"Total"	37345.3
"2015TotalWater heatingTotal"	2015	"Total"	"Water heating"	"Total"	8245.9
"2015TotalCooking/cateringTotal"	2015	"Total"	"Cooking/catering"	"Total"	2919.68
"2015TotalProcess useTotal"	2015	"Total"	"Process use"	"Total"	9259.43
"2015TotalDrying/separationTotal"	2015	"Total"	"Drying/separation"	"Total"	1690.67
"2015TotalHeat totalTotal"	2015	"Total"	"Heat total"	"Total"	59460.98
"2015TotalComputingTotal"	2015	"Total"	"Computing"	"Total"	841.94
"2015TotalCooling and ventilationTotal"	2015	"Total"	"Cooling and ventilation"	"Total"	1110.85
"2015TotalLighting and appliancesTotal"	2015	"Total"	"Lighting and appliances"	"Total"	8795.96
"2015TotalMotorsTotal"	2015	"Total"	"Motors"	"Total"	2653.71
"2015TotalCompressed airTotal"	2015	"Total"	"Compressed air"	"Total"	758.67
"2015TotalRefrigerationTotal"	2015	"Total"	"Refrigeration"	"Total"	453.65
"2015TotalOtherTotal"	2015	"Total"	"Other"	"Total"	5012.19
"2015TotalTransportTotal"	2015	"Total"	"Transport"	"Total"	54749.05
"2015TotalNon-heat totalTotal"	2015	"Total"	"Non-heat total"	"Total"	74376.01
"2015TotalOverall totalTotal"	2015	"Total"	"Overall total"	"Total"	133836.99
"2015TotalOverall total excluding transportTotal"	2015	"Total"	"Overall total excluding transport"	"Total"	79087.95
"2014DomesticSpace heatingTotal"	2014	"Domestic"	"Space heating"	"Total"	26738.24
"2014DomesticWater heatingTotal"	2014	"Domestic"	"Water heating"	"Total"	4722.9
"2014DomesticCooking/cateringTotal"	2014	"Domestic"	"Cooking/catering"	"Total"	881.53
"2014DomesticHeat totalTotal"	2014	"Domestic"	"Heat total"	"Total"	32342.68
"2014DomesticLighting and appliancesTotal"	2014	"Domestic"	"Lighting and appliances"	"Total"	6337.36
"2014DomesticOverall totalTotal"	2014	"Domestic"	"Overall total"	"Total"	38680.04
"2014ServiceSpace heatingTotal"	2014	"Service"	"Space heating"	"Total"	8201.44
"2014ServiceWater heatingTotal"	2014	"Service"	"Water heating"	"Total"	1558.44
"2014ServiceCooking/cateringTotal"	2014	"Service"	"Cooking/catering"	"Total"	1750.22
"2014ServiceHeat totalTotal"	2014	"Service"	"Heat total"	"Total"	11510.1
"2014ServiceComputingTotal"	2014	"Service"	"Computing"	"Total"	488.2
"2014ServiceCooling and ventilationTotal"	2014	"Service"	"Cooling and ventilation"	"Total"	734.34
"2014ServiceLightingTotal"	2014	"Service"	"Lighting"	"Total"	3275.39
"2014ServiceOtherTotal"	2014	"Service"	"Other"	"Total"	1191.19
"2014ServiceOverall totalTotal"	2014	"Service"	"Overall total"	"Total"	17199.22
"2014IndustrySpace heatingTotal"	2014	"Industry"	"Space heating"	"Total"	3157.71
"2014IndustryHigh temperature processTotal"	2014	"Industry"	"High temperature process"	"Total"	3900.88
"2014IndustryLow temperature processTotal"	2014	"Industry"	"Low temperature process"	"Total"	5519.87
"2014IndustryDrying/separationTotal"	2014	"Industry"	"Drying/separation"	"Total"	2026.6
"2014IndustryHeat totalTotal"	2014	"Industry"	"Heat total"	"Total"	14605.06
"2014IndustryMotorsTotal"	2014	"Industry"	"Motors"	"Total"	2628.22
"2014IndustryCompressed airTotal"	2014	"Industry"	"Compressed air"	"Total"	755.69
"2014IndustryLightingTotal"	2014	"Industry"	"Lighting"	"Total"	228.06
"2014IndustryRefrigerationTotal"	2014	"Industry"	"Refrigeration"	"Total"	448.89
"2014IndustryOtherTotal"	2014	"Industry"	"Other"	"Total"	1691.72
"2014IndustryOverall totalTotal"	2014	"Industry"	"Overall total"	"Total"	20357.64
"2014TransportNon-heat purposesTotal"	2014	"Transport"	"Non-heat purposes"	"Total"	54145.82
"2014TotalSpace heatingTotal"	2014	"Total"	"Space heating"	"Total"	38097.38
"2014TotalWater heatingTotal"	2014	"Total"	"Water heating"	"Total"	6281.35
"2014TotalCooking/cateringTotal"	2014	"Total"	"Cooking/catering"	"Total"	2631.76
"2014TotalProcess useTotal"	2014	"Total"	"Process use"	"Total"	9420.75
"2014TotalDrying/separationTotal"	2014	"Total"	"Drying/separation"	"Total"	2026.6
"2014TotalHeat totalTotal"	2014	"Total"	"Heat total"	"Total"	58457.84
"2014TotalComputingTotal"	2014	"Total"	"Computing"	"Total"	488.2
"2014TotalCooling and ventilationTotal"	2014	"Total"	"Cooling and ventilation"	"Total"	734.34
"2014TotalLighting and appliancesTotal"	2014	"Total"	"Lighting and appliances"	"Total"	9840.82
"2014TotalMotorsTotal"	2014	"Total"	"Motors"	"Total"	2628.22
"2014TotalCompressed airTotal"	2014	"Total"	"Compressed air"	"Total"	755.69
"2014TotalRefrigerationTotal"	2014	"Total"	"Refrigeration"	"Total"	448.89
"2014TotalOtherTotal"	2014	"Total"	"Other"	"Total"	2882.91
"2014TotalTransportTotal"	2014	"Total"	"Transport"	"Total"	54145.82
"2014TotalNon-heat totalTotal"	2014	"Total"	"Non-heat total"	"Total"	71924.88
"2014TotalOverall totalTotal"	2014	"Total"	"Overall total"	"Total"	130382.72
"2014TotalOverall total excluding transportTotal"	2014	"Total"	"Overall total excluding transport"	"Total"	76236.9
"2013DomesticSpace heatingTotal"	2013	"Domestic"	"Space heating"	"Total"	31931.33
"2013DomesticWater heatingTotal"	2013	"Domestic"	"Water heating"	"Total"	5614.68
"2013DomesticCooking/cateringTotal"	2013	"Domestic"	"Cooking/catering"	"Total"	897.38
"2013DomesticHeat totalTotal"	2013	"Domestic"	"Heat total"	"Total"	38443.39
"2013DomesticLighting and appliancesTotal"	2013	"Domestic"	"Lighting and appliances"	"Total"	6447.2
"2013DomesticOverall totalTotal"	2013	"Domestic"	"Overall total"	"Total"	44890.59
"2013ServiceSpace heatingTotal"	2013	"Service"	"Space heating"	"Total"	9032.91
"2013ServiceWater heatingTotal"	2013	"Service"	"Water heating"	"Total"	1737.73
"2013ServiceCooking/cateringTotal"	2013	"Service"	"Cooking/catering"	"Total"	1899.37
"2013ServiceHeat totalTotal"	2013	"Service"	"Heat total"	"Total"	12670.01
"2013ServiceComputingTotal"	2013	"Service"	"Computing"	"Total"	507.1
"2013ServiceCooling and ventilationTotal"	2013	"Service"	"Cooling and ventilation"	"Total"	774.65
"2013ServiceLightingTotal"	2013	"Service"	"Lighting"	"Total"	3423.24
"2013ServiceOtherTotal"	2013	"Service"	"Other"	"Total"	1258.82
"2013ServiceOverall totalTotal"	2013	"Service"	"Overall total"	"Total"	18633.81
"2013IndustrySpace heatingTotal"	2013	"Industry"	"Space heating"	"Total"	3292.87
"2013IndustryHigh temperature processTotal"	2013	"Industry"	"High temperature process"	"Total"	3989.05
"2013IndustryLow temperature processTotal"	2013	"Industry"	"Low temperature process"	"Total"	5682.62
"2013IndustryDrying/separationTotal"	2013	"Industry"	"Drying/separation"	"Total"	2094.92
"2013IndustryHeat totalTotal"	2013	"Industry"	"Heat total"	"Total"	15059.46
"2013IndustryMotorsTotal"	2013	"Industry"	"Motors"	"Total"	2758.59
"2013IndustryCompressed airTotal"	2013	"Industry"	"Compressed air"	"Total"	786.9
"2013IndustryLightingTotal"	2013	"Industry"	"Lighting"	"Total"	241.24
"2013IndustryRefrigerationTotal"	2013	"Industry"	"Refrigeration"	"Total"	472.7
"2013IndustryOtherTotal"	2013	"Industry"	"Other"	"Total"	1742.37
"2013IndustryOverall totalTotal"	2013	"Industry"	"Overall total"	"Total"	21061.27
"2013TransportNon-heat purposesTotal"	2013	"Transport"	"Non-heat purposes"	"Total"	53489.71
"2013TotalSpace heatingTotal"	2013	"Total"	"Space heating"	"Total"	44257.1
"2013TotalWater heatingTotal"	2013	"Total"	"Water heating"	"Total"	7352.41
"2013TotalCooking/cateringTotal"	2013	"Total"	"Cooking/catering"	"Total"	2796.75
"2013TotalProcess useTotal"	2013	"Total"	"Process use"	"Total"	9671.67
"2013TotalDrying/separationTotal"	2013	"Total"	"Drying/separation"	"Total"	2094.92
"2013TotalHeat totalTotal"	2013	"Total"	"Heat total"	"Total"	66172.86
"2013TotalComputingTotal"	2013	"Total"	"Computing"	"Total"	507.1
"2013TotalCooling and ventilationTotal"	2013	"Total"	"Cooling and ventilation"	"Total"	774.65
"2013TotalLighting and appliancesTotal"	2013	"Total"	"Lighting and appliances"	"Total"	10111.67
"2013TotalMotorsTotal"	2013	"Total"	"Motors"	"Total"	2758.59
"2013TotalCompressed airTotal"	2013	"Total"	"Compressed air"	"Total"	786.9
"2013TotalRefrigerationTotal"	2013	"Total"	"Refrigeration"	"Total"	472.7
"2013TotalOtherTotal"	2013	"Total"	"Other"	"Total"	3001.2
"2013TotalTransportTotal"	2013	"Total"	"Transport"	"Total"	53489.71
"2013TotalNon-heat totalTotal"	2013	"Total"	"Non-heat total"	"Total"	71902.52
"2013TotalOverall totalTotal"	2013	"Total"	"Overall total"	"Total"	138075.38
"2013TotalOverall total excluding transportTotal"	2013	"Total"	"Overall total excluding transport"	"Total"	84585.67
"2012DomesticSpace heatingTotal"	2012	"Domestic"	"Space heating"	"Total"	31247.98
"2012DomesticWater heatingTotal"	2012	"Domestic"	"Water heating"	"Total"	5602.76
"2012DomesticCooking/cateringTotal"	2012	"Domestic"	"Cooking/catering"	"Total"	995.11
"2012DomesticHeat totalTotal"	2012	"Domestic"	"Heat total"	"Total"	37845.86
"2012DomesticLighting and appliancesTotal"	2012	"Domestic"	"Lighting and appliances"	"Total"	6595.15
"2012DomesticOverall totalTotal"	2012	"Domestic"	"Overall total"	"Total"	44441
"2012ServiceSpace heatingTotal"	2012	"Service"	"Space heating"	"Total"	8792.07
"2012ServiceWater heatingTotal"	2012	"Service"	"Water heating"	"Total"	1689
"2012ServiceCooking/cateringTotal"	2012	"Service"	"Cooking/catering"	"Total"	1866.23
"2012ServiceHeat totalTotal"	2012	"Service"	"Heat total"	"Total"	12347.3
"2012ServiceComputingTotal"	2012	"Service"	"Computing"	"Total"	504.39
"2012ServiceCooling and ventilationTotal"	2012	"Service"	"Cooling and ventilation"	"Total"	765.53
"2012ServiceLightingTotal"	2012	"Service"	"Lighting"	"Total"	3394.82
"2012ServiceOtherTotal"	2012	"Service"	"Other"	"Total"	1244.59
"2012ServiceOverall totalTotal"	2012	"Service"	"Overall total"	"Total"	18256.63
"2012IndustrySpace heatingTotal"	2012	"Industry"	"Space heating"	"Total"	3151.47
"2012IndustryHigh temperature processTotal"	2012	"Industry"	"High temperature process"	"Total"	3768.17
"2012IndustryLow temperature processTotal"	2012	"Industry"	"Low temperature process"	"Total"	5524.84
"2012IndustryDrying/separationTotal"	2012	"Industry"	"Drying/separation"	"Total"	2006.99
"2012IndustryHeat totalTotal"	2012	"Industry"	"Heat total"	"Total"	14451.47
"2012IndustryMotorsTotal"	2012	"Industry"	"Motors"	"Total"	2805.41
"2012IndustryCompressed airTotal"	2012	"Industry"	"Compressed air"	"Total"	798.55
"2012IndustryLightingTotal"	2012	"Industry"	"Lighting"	"Total"	241.8
"2012IndustryRefrigerationTotal"	2012	"Industry"	"Refrigeration"	"Total"	486.66
"2012IndustryOtherTotal"	2012	"Industry"	"Other"	"Total"	1674.36
"2012IndustryOverall totalTotal"	2012	"Industry"	"Overall total"	"Total"	20458.25
"2012TransportNon-heat purposesTotal"	2012	"Transport"	"Non-heat purposes"	"Total"	53776.47
"2012TotalSpace heatingTotal"	2012	"Total"	"Space heating"	"Total"	43191.52
"2012TotalWater heatingTotal"	2012	"Total"	"Water heating"	"Total"	7291.76
"2012TotalCooking/cateringTotal"	2012	"Total"	"Cooking/catering"	"Total"	2861.34
"2012TotalProcess useTotal"	2012	"Total"	"Process use"	"Total"	9293.02
"2012TotalDrying/separationTotal"	2012	"Total"	"Drying/separation"	"Total"	2006.99
"2012TotalHeat totalTotal"	2012	"Total"	"Heat total"	"Total"	64644.63
"2012TotalComputingTotal"	2012	"Total"	"Computing"	"Total"	504.39
"2012TotalCooling and ventilationTotal"	2012	"Total"	"Cooling and ventilation"	"Total"	765.53
"2012TotalLighting and appliancesTotal"	2012	"Total"	"Lighting and appliances"	"Total"	10231.77
"2012TotalMotorsTotal"	2012	"Total"	"Motors"	"Total"	2805.41
"2012TotalCompressed airTotal"	2012	"Total"	"Compressed air"	"Total"	798.55
"2012TotalRefrigerationTotal"	2012	"Total"	"Refrigeration"	"Total"	486.66
"2012TotalOtherTotal"	2012	"Total"	"Other"	"Total"	2918.95
"2012TotalTransportTotal"	2012	"Total"	"Transport"	"Total"	53776.47
"2012TotalNon-heat totalTotal"	2012	"Total"	"Non-heat total"	"Total"	72287.73
"2012TotalOverall totalTotal"	2012	"Total"	"Overall total"	"Total"	136932.36
"2012TotalOverall total excluding transportTotal"	2012	"Total"	"Overall total excluding transport"	"Total"	83155.89
"2011DomesticSpace heatingTotal"	2011	"Domestic"	"Space heating"	"Total"	25694.56
