"","Year","Sector","End use","variable","Lookup","value"
"1",2021,"Domestic","Space heating","Gas","2021DomesticSpace heatingGas",20500.1241691889
"2",2021,"Domestic","Water heating","Gas","2021DomesticWater heatingGas",6205.47941938035
"3",2021,"Domestic","Cooking/catering","Gas","2021DomesticCooking/cateringGas",671.166411430707
"4",2021,"Domestic","Heat total","Gas","2021DomesticHeat totalGas",27376.77
"5",2021,"Domestic","Lighting and appliances","Gas","2021DomesticLighting and appliancesGas",0
"6",2021,"Domestic","Overall total","Gas","2021DomesticOverall totalGas",27376.77
"7",2021,"Service","Space heating","Gas","2021ServiceSpace heatingGas",5719.23085628813
"8",2021,"Service","Water heating","Gas","2021ServiceWater heatingGas",759.123747808093
"9",2021,"Service","Cooking/catering","Gas","2021ServiceCooking/cateringGas",555.181214293219
"10",2021,"Service","Heat total","Gas","2021ServiceHeat totalGas",7033.53581838944
"11",2021,"Service","Computing","Gas","2021ServiceComputingGas",0
"12",2021,"Service","Cooling and ventilation","Gas","2021ServiceCooling and ventilationGas",2.3826428031552
"13",2021,"Service","Lighting","Gas","2021ServiceLightingGas",0
"14",2021,"Service","Other","Gas","2021ServiceOtherGas",580.831538807403
"15",2021,"Service","Overall total","Gas","2021ServiceOverall totalGas",7616.75
"16",2021,"Industry","Space heating","Gas","2021IndustrySpace heatingGas",1033.64431481644
"17",2021,"Industry","High temperature process","Gas","2021IndustryHigh temperature processGas",2095.43525069801
"18",2021,"Industry","Low temperature process","Gas","2021IndustryLow temperature processGas",3577.01191623336
"19",2021,"Industry","Drying/separation","Gas","2021IndustryDrying/separationGas",1038.44557260603
"20",2021,"Industry","Unknown (heat)","Gas","2021IndustryUnknown (heat)Gas",0
"21",2021,"Industry","Heat total","Gas","2021IndustryHeat totalGas",7744.53705435385
"22",2021,"Industry","Motors","Gas","2021IndustryMotorsGas",0
"23",2021,"Industry","Compressed air","Gas","2021IndustryCompressed airGas",0
"24",2021,"Industry","Lighting","Gas","2021IndustryLightingGas",0
"25",2021,"Industry","Refrigeration","Gas","2021IndustryRefrigerationGas",0
"26",2021,"Industry","Other","Gas","2021IndustryOtherGas",1008.41294564615
"27",2021,"Industry","Overall total","Gas","2021IndustryOverall totalGas",8752.95
"28",2021,"Transport","Non-heat purposes","Gas","2021TransportNon-heat purposesGas",84.09
"29",2021,"Total","Space heating","Gas","2021TotalSpace heatingGas",27252.9993402935
"30",2021,"Total","Water heating","Gas","2021TotalWater heatingGas",6964.60316718844
"31",2021,"Total","Cooking/catering","Gas","2021TotalCooking/cateringGas",1226.34762572393
"32",2021,"Total","Process use","Gas","2021TotalProcess useGas",5672.44716693138
"33",2021,"Total","Drying/separation","Gas","2021TotalDrying/separationGas",1038.44557260603
"34",2021,"Total","Unknown (heat)","Gas","2021TotalUnknown (heat)Gas",0
"35",2021,"Total","Heat total","Gas","2021TotalHeat totalGas",42154.8428727433
"36",2021,"Total","Computing","Gas","2021TotalComputingGas",0
"37",2021,"Total","Cooling and ventilation","Gas","2021TotalCooling and ventilationGas",2.3826428031552
"38",2021,"Total","Lighting and appliances","Gas","2021TotalLighting and appliancesGas",0
"39",2021,"Total","Motors","Gas","2021TotalMotorsGas",0
"40",2021,"Total","Compressed air","Gas","2021TotalCompressed airGas",0
"41",2021,"Total","Refrigeration","Gas","2021TotalRefrigerationGas",0
"42",2021,"Total","Other","Gas","2021TotalOtherGas",1589.24448445356
"43",2021,"Total","Transport","Gas","2021TotalTransportGas",84.09
"44",2021,"Total","Non-heat total","Gas","2021TotalNon-heat totalGas",1675.71712725671
"45",2021,"Total","Overall total","Gas","2021TotalOverall totalGas",43830.56
"46",2021,"Total","Overall total excluding transport","Gas","2021TotalOverall total excluding transportGas",43746.47
"47",2020,"Domestic","Space heating","Gas","2020DomesticSpace heatingGas",19094.8463360263
"48",2020,"Domestic","Water heating","Gas","2020DomesticWater heatingGas",5780.09552413016
"49",2020,"Domestic","Cooking/catering","Gas","2020DomesticCooking/cateringGas",625.15813984353
"50",2020,"Domestic","Heat total","Gas","2020DomesticHeat totalGas",25500.1
"51",2020,"Domestic","Lighting and appliances","Gas","2020DomesticLighting and appliancesGas",0
"52",2020,"Domestic","Overall total","Gas","2020DomesticOverall totalGas",25500.1
"53",2020,"Service","Space heating","Gas","2020ServiceSpace heatingGas",5719.23085628813
"54",2020,"Service","Water heating","Gas","2020ServiceWater heatingGas",759.123747808093
"55",2020,"Service","Cooking/catering","Gas","2020ServiceCooking/cateringGas",555.181214293219
"56",2020,"Service","Heat total","Gas","2020ServiceHeat totalGas",7033.53581838944
"57",2020,"Service","Computing","Gas","2020ServiceComputingGas",0
"58",2020,"Service","Cooling and ventilation","Gas","2020ServiceCooling and ventilationGas",2.3826428031552
"59",2020,"Service","Lighting","Gas","2020ServiceLightingGas",0
"60",2020,"Service","Other","Gas","2020ServiceOtherGas",580.831538807403
"61",2020,"Service","Overall total","Gas","2020ServiceOverall totalGas",7616.75
"62",2020,"Industry","Space heating","Gas","2020IndustrySpace heatingGas",1033.64431481644
"63",2020,"Industry","High temperature process","Gas","2020IndustryHigh temperature processGas",1963.21619004989
"64",2020,"Industry","Low temperature process","Gas","2020IndustryLow temperature processGas",3592.83988570801
"65",2020,"Industry","Drying/separation","Gas","2020IndustryDrying/separationGas",1058.65494131719
"66",2020,"Industry","Unknown (heat)","Gas","2020IndustryUnknown (heat)Gas",0
"67",2020,"Industry","Heat total","Gas","2020IndustryHeat totalGas",7648.35533189153
"68",2020,"Industry","Motors","Gas","2020IndustryMotorsGas",0
"69",2020,"Industry","Compressed air","Gas","2020IndustryCompressed airGas",0
"70",2020,"Industry","Lighting","Gas","2020IndustryLightingGas",0
"71",2020,"Industry","Refrigeration","Gas","2020IndustryRefrigerationGas",0
"72",2020,"Industry","Other","Gas","2020IndustryOtherGas",1010.06417445439
"73",2020,"Industry","Overall total","Gas","2020IndustryOverall totalGas",8658.41950634592
"74",2020,"Transport","Non-heat purposes","Gas","2020TransportNon-heat purposesGas",84.09
"75",2020,"Total","Space heating","Gas","2020TotalSpace heatingGas",25847.7215071309
"76",2020,"Total","Water heating","Gas","2020TotalWater heatingGas",6539.21927193825
"77",2020,"Total","Cooking/catering","Gas","2020TotalCooking/cateringGas",1180.33935413675
"78",2020,"Total","Process use","Gas","2020TotalProcess useGas",5556.0560757579
"79",2020,"Total","Drying/separation","Gas","2020TotalDrying/separationGas",1058.65494131719
"80",2020,"Total","Unknown (heat)","Gas","2020TotalUnknown (heat)Gas",0
"81",2020,"Total","Heat total","Gas","2020TotalHeat totalGas",40181.991150281
"82",2020,"Total","Computing","Gas","2020TotalComputingGas",0
"83",2020,"Total","Cooling and ventilation","Gas","2020TotalCooling and ventilationGas",2.3826428031552
"84",2020,"Total","Lighting and appliances","Gas","2020TotalLighting and appliancesGas",0
"85",2020,"Total","Motors","Gas","2020TotalMotorsGas",0
"86",2020,"Total","Compressed air","Gas","2020TotalCompressed airGas",0
"87",2020,"Total","Refrigeration","Gas","2020TotalRefrigerationGas",0
"88",2020,"Total","Other","Gas","2020TotalOtherGas",1590.89571326179
"89",2020,"Total","Transport","Gas","2020TotalTransportGas",84.09
"90",2020,"Total","Non-heat total","Gas","2020TotalNon-heat totalGas",1677.36835606495
"91",2020,"Total","Overall total","Gas","2020TotalOverall totalGas",41859.3595063459
"92",2020,"Total","Overall total excluding transport","Gas","2020TotalOverall total excluding transportGas",41775.2695063459
"93",2019,"Domestic","Space heating","Gas","2019DomesticSpace heatingGas",18990.6666642012
"94",2019,"Domestic","Water heating","Gas","2019DomesticWater heatingGas",5662.27577082894
"95",2019,"Domestic","Cooking/catering","Gas","2019DomesticCooking/cateringGas",601.707564969837
"96",2019,"Domestic","Heat total","Gas","2019DomesticHeat totalGas",25254.65
"97",2019,"Domestic","Lighting and appliances","Gas","2019DomesticLighting and appliancesGas",0
"98",2019,"Domestic","Overall total","Gas","2019DomesticOverall totalGas",25254.65
"99",2019,"Service","Space heating","Gas","2019ServiceSpace heatingGas",6112.15648924011
"100",2019,"Service","Water heating","Gas","2019ServiceWater heatingGas",811.277470326292
"101",2019,"Service","Cooking/catering","Gas","2019ServiceCooking/cateringGas",593.323568660567
"102",2019,"Service","Heat total","Gas","2019ServiceHeat totalGas",7516.75752822697
"103",2019,"Service","Computing","Gas","2019ServiceComputingGas",0
"104",2019,"Service","Cooling and ventilation","Gas","2019ServiceCooling and ventilationGas",2.54633639326424
"105",2019,"Service","Lighting","Gas","2019ServiceLightingGas",0
"106",2019,"Service","Other","Gas","2019ServiceOtherGas",620.736135379764
"107",2019,"Service","Overall total","Gas","2019ServiceOverall totalGas",8140.04
"108",2019,"Industry","Space heating","Gas","2019IndustrySpace heatingGas",1047.89480847052
"109",2019,"Industry","High temperature process","Gas","2019IndustryHigh temperature processGas",1963.21619004989
"110",2019,"Industry","Low temperature process","Gas","2019IndustryLow temperature processGas",3592.83988570801
"111",2019,"Industry","Drying/separation","Gas","2019IndustryDrying/separationGas",1058.65494131719
"112",2019,"Industry","Unknown (heat)","Gas","2019IndustryUnknown (heat)Gas",0
"113",2019,"Industry","Heat total","Gas","2019IndustryHeat totalGas",7662.60582554561
"114",2019,"Industry","Motors","Gas","2019IndustryMotorsGas",0
"115",2019,"Industry","Compressed air","Gas","2019IndustryCompressed airGas",0
"116",2019,"Industry","Lighting","Gas","2019IndustryLightingGas",0
"117",2019,"Industry","Refrigeration","Gas","2019IndustryRefrigerationGas",0
"118",2019,"Industry","Other","Gas","2019IndustryOtherGas",1010.06417445439
"119",2019,"Industry","Overall total","Gas","2019IndustryOverall totalGas",8672.67
"120",2019,"Transport","Non-heat purposes","Gas","2019TransportNon-heat purposesGas",42.73
"121",2019,"Total","Space heating","Gas","2019TotalSpace heatingGas",26150.7179619119
"122",2019,"Total","Water heating","Gas","2019TotalWater heatingGas",6473.55324115523
"123",2019,"Total","Cooking/catering","Gas","2019TotalCooking/cateringGas",1195.0311336304
"124",2019,"Total","Process use","Gas","2019TotalProcess useGas",5556.0560757579
"125",2019,"Total","Drying/separation","Gas","2019TotalDrying/separationGas",1058.65494131719
"126",2019,"Total","Unknown (heat)","Gas","2019TotalUnknown (heat)Gas",0
"127",2019,"Total","Heat total","Gas","2019TotalHeat totalGas",40434.0133537726
"128",2019,"Total","Computing","Gas","2019TotalComputingGas",0
"129",2019,"Total","Cooling and ventilation","Gas","2019TotalCooling and ventilationGas",2.54633639326424
"130",2019,"Total","Lighting and appliances","Gas","2019TotalLighting and appliancesGas",0
"131",2019,"Total","Motors","Gas","2019TotalMotorsGas",0
"132",2019,"Total","Compressed air","Gas","2019TotalCompressed airGas",0
"133",2019,"Total","Refrigeration","Gas","2019TotalRefrigerationGas",0
"134",2019,"Total","Other","Gas","2019TotalOtherGas",1630.80030983415
"135",2019,"Total","Transport","Gas","2019TotalTransportGas",42.73
"136",2019,"Total","Non-heat total","Gas","2019TotalNon-heat totalGas",1676.07664622742
"137",2019,"Total","Overall total","Gas","2019TotalOverall totalGas",42110.09
"138",2019,"Total","Overall total excluding transport","Gas","2019TotalOverall total excluding transportGas",42067.36
"139",2018,"Domestic","Space heating","Gas","2018DomesticSpace heatingGas",19738.0242350862
"140",2018,"Domestic","Water heating","Gas","2018DomesticWater heatingGas",5885.10863607766
"141",2018,"Domestic","Cooking/catering","Gas","2018DomesticCooking/cateringGas",625.387128836157
"142",2018,"Domestic","Heat total","Gas","2018DomesticHeat totalGas",26248.52
"143",2018,"Domestic","Lighting and appliances","Gas","2018DomesticLighting and appliancesGas",0
"144",2018,"Domestic","Overall total","Gas","2018DomesticOverall totalGas",26248.52
"145",2018,"Service","Space heating","Gas","2018ServiceSpace heatingGas",6155.65470613114
"146",2018,"Service","Water heating","Gas","2018ServiceWater heatingGas",817.051066507147
"147",2018,"Service","Cooking/catering","Gas","2018ServiceCooking/cateringGas",597.546058271491
"148",2018,"Service","Heat total","Gas","2018ServiceHeat totalGas",7570.25183090978
"149",2018,"Service","Computing","Gas","2018ServiceComputingGas",0
"150",2018,"Service","Cooling and ventilation","Gas","2018ServiceCooling and ventilationGas",2.56445783582003
"151",2018,"Service","Lighting","Gas","2018ServiceLightingGas",0
"152",2018,"Service","Other","Gas","2018ServiceOtherGas",625.153711254397
"153",2018,"Service","Overall total","Gas","2018ServiceOverall totalGas",8197.97
"154",2018,"Industry","Space heating","Gas","2018IndustrySpace heatingGas",1060.88925905473
"155",2018,"Industry","High temperature process","Gas","2018IndustryHigh temperature processGas",1876.02878609802
"156",2018,"Industry","Low temperature process","Gas","2018IndustryLow temperature processGas",3569.1361334188
"157",2018,"Industry","Drying/separation","Gas","2018IndustryDrying/separationGas",1025.03797316798
"158",2018,"Industry","Unknown (heat)","Gas","2018IndustryUnknown (heat)Gas",0
"159",2018,"Industry","Heat total","Gas","2018IndustryHeat totalGas",7531.09215173953
"160",2018,"Industry","Motors","Gas","2018IndustryMotorsGas",0
"161",2018,"Industry","Compressed air","Gas","2018IndustryCompressed airGas",0
"162",2018,"Industry","Lighting","Gas","2018IndustryLightingGas",0
"163",2018,"Industry","Refrigeration","Gas","2018IndustryRefrigerationGas",0
"164",2018,"Industry","Other","Gas","2018IndustryOtherGas",982.177848260474
"165",2018,"Industry","Overall total","Gas","2018IndustryOverall totalGas",8513.27
"166",2018,"Transport","Non-heat purposes","Gas","2018TransportNon-heat purposesGas",9.72
"167",2018,"Total","Space heating","Gas","2018TotalSpace heatingGas",26954.5682002721
"168",2018,"Total","Water heating","Gas","2018TotalWater heatingGas",6702.15970258481
"169",2018,"Total","Cooking/catering","Gas","2018TotalCooking/cateringGas",1222.93318710765
"170",2018,"Total","Process use","Gas","2018TotalProcess useGas",5445.16491951681
"171",2018,"Total","Drying/separation","Gas","2018TotalDrying/separationGas",1025.03797316798
"172",2018,"Total","Unknown (heat)","Gas","2018TotalUnknown (heat)Gas",0
"173",2018,"Total","Heat total","Gas","2018TotalHeat totalGas",41349.8639826493
"174",2018,"Total","Computing","Gas","2018TotalComputingGas",0
"175",2018,"Total","Cooling and ventilation","Gas","2018TotalCooling and ventilationGas",2.56445783582003
"176",2018,"Total","Lighting and appliances","Gas","2018TotalLighting and appliancesGas",0
"177",2018,"Total","Motors","Gas","2018TotalMotorsGas",0
"178",2018,"Total","Compressed air","Gas","2018TotalCompressed airGas",0
"179",2018,"Total","Refrigeration","Gas","2018TotalRefrigerationGas",0
"180",2018,"Total","Other","Gas","2018TotalOtherGas",1607.33155951487
"181",2018,"Total","Transport","Gas","2018TotalTransportGas",9.72
"182",2018,"Total","Non-heat total","Gas","2018TotalNon-heat totalGas",1619.61601735069
"183",2018,"Total","Overall total","Gas","2018TotalOverall totalGas",42969.48
"184",2018,"Total","Overall total excluding transport","Gas","2018TotalOverall total excluding transportGas",42959.76
"185",2017,"Domestic","Space heating","Gas","2017DomesticSpace heatingGas",19176.1286966313
"186",2017,"Domestic","Water heating","Gas","2017DomesticWater heatingGas",5606.85274086559
"187",2017,"Domestic","Cooking/catering","Gas","2017DomesticCooking/cateringGas",589.028562503125
"188",2017,"Domestic","Heat total","Gas","2017DomesticHeat totalGas",25372.01
"189",2017,"Domestic","Lighting and appliances","Gas","2017DomesticLighting and appliancesGas",0
"190",2017,"Domestic","Overall total","Gas","2017DomesticOverall totalGas",25372.01
"191",2017,"Service","Space heating","Gas","2017ServiceSpace heatingGas",5893.81691548602
"192",2017,"Service","Water heating","Gas","2017ServiceWater heatingGas",782.296867918752
"193",2017,"Service","Cooking/catering","Gas","2017ServiceCooking/cateringGas",572.128755453861
"194",2017,"Service","Heat total","Gas","2017ServiceHeat totalGas",7248.24253885864
"195",2017,"Service","Computing","Gas","2017ServiceComputingGas",0
"196",2017,"Service","Cooling and ventilation","Gas","2017ServiceCooling and ventilationGas",2.45537569817756
"197",2017,"Service","Lighting","Gas","2017ServiceLightingGas",0
"198",2017,"Service","Other","Gas","2017ServiceOtherGas",598.562085443188
"199",2017,"Service","Overall total","Gas","2017ServiceOverall totalGas",7849.26
"200",2017,"Industry","Space heating","Gas","2017IndustrySpace heatingGas",1057.39160435302
"201",2017,"Industry","High temperature process","Gas","2017IndustryHigh temperature processGas",1883.15470546508
"202",2017,"Industry","Low temperature process","Gas","2017IndustryLow temperature processGas",3510.90535412668
"203",2017,"Industry","Drying/separation","Gas","2017IndustryDrying/separationGas",1014.96598459561
"204",2017,"Industry","Unknown (heat)","Gas","2017IndustryUnknown (heat)Gas",0
"205",2017,"Industry","Heat total","Gas","2017IndustryHeat totalGas",7466.41764854039
"206",2017,"Industry","Motors","Gas","2017IndustryMotorsGas",0
"207",2017,"Industry","Compressed air","Gas","2017IndustryCompressed airGas",0
"208",2017,"Industry","Lighting","Gas","2017IndustryLightingGas",0
"209",2017,"Industry","Refrigeration","Gas","2017IndustryRefrigerationGas",0
"210",2017,"Industry","Other","Gas","2017IndustryOtherGas",970.262351459609
"211",2017,"Industry","Overall total","Gas","2017IndustryOverall totalGas",8436.68
"212",2017,"Transport","Non-heat purposes","Gas","2017TransportNon-heat purposesGas",0
"213",2017,"Total","Space heating","Gas","2017TotalSpace heatingGas",26127.3372164703
"214",2017,"Total","Water heating","Gas","2017TotalWater heatingGas",6389.14960878434
"215",2017,"Total","Cooking/catering","Gas","2017TotalCooking/cateringGas",1161.15731795699
"216",2017,"Total","Process use","Gas","2017TotalProcess useGas",5394.06005959176
"217",2017,"Total","Drying/separation","Gas","2017TotalDrying/separationGas",1014.96598459561
"218",2017,"Total","Unknown (heat)","Gas","2017TotalUnknown (heat)Gas",0
"219",2017,"Total","Heat total","Gas","2017TotalHeat totalGas",40086.670187399
"220",2017,"Total","Computing","Gas","2017TotalComputingGas",0
"221",2017,"Total","Cooling and ventilation","Gas","2017TotalCooling and ventilationGas",2.45537569817756
"222",2017,"Total","Lighting and appliances","Gas","2017TotalLighting and appliancesGas",0
"223",2017,"Total","Motors","Gas","2017TotalMotorsGas",0
"224",2017,"Total","Compressed air","Gas","2017TotalCompressed airGas",0
"225",2017,"Total","Refrigeration","Gas","2017TotalRefrigerationGas",0
"226",2017,"Total","Other","Gas","2017TotalOtherGas",1568.8244369028
"227",2017,"Total","Transport","Gas","2017TotalTransportGas",0
"228",2017,"Total","Non-heat total","Gas","2017TotalNon-heat totalGas",1571.27981260097
"229",2017,"Total","Overall total","Gas","2017TotalOverall totalGas",41657.95
"230",2017,"Total","Overall total excluding transport","Gas","2017TotalOverall total excluding transportGas",41657.95
"231",2021,"Domestic","Space heating","Oil","2021DomesticSpace heatingOil",2024.74393169007
"232",2021,"Domestic","Water heating","Oil","2021DomesticWater heatingOil",464.33606830993
"233",2021,"Domestic","Cooking/catering","Oil","2021DomesticCooking/cateringOil",0
"234",2021,"Domestic","Heat total","Oil","2021DomesticHeat totalOil",2489.08
"235",2021,"Domestic","Lighting and appliances","Oil","2021DomesticLighting and appliancesOil",0
"236",2021,"Domestic","Overall total","Oil","2021DomesticOverall totalOil",2489.08
"237",2021,"Service","Space heating","Oil","2021ServiceSpace heatingOil",1510.9634524436
"238",2021,"Service","Water heating","Oil","2021ServiceWater heatingOil",242.421424517622
"239",2021,"Service","Cooking/catering","Oil","2021ServiceCooking/cateringOil",756.792770264887
"240",2021,"Service","Heat total","Oil","2021ServiceHeat totalOil",2510.17764722611
"241",2021,"Service","Computing","Oil","2021ServiceComputingOil",0
"242",2021,"Service","Cooling and ventilation","Oil","2021ServiceCooling and ventilationOil",40.4871973842111
"243",2021,"Service","Lighting","Oil","2021ServiceLightingOil",0
"244",2021,"Service","Other","Oil","2021ServiceOtherOil",58.7951553896798
"245",2021,"Service","Overall total","Oil","2021ServiceOverall totalOil",2609.46
"246",2021,"Industry","Space heating","Oil","2021IndustrySpace heatingOil",115.69818325899
"247",2021,"Industry","High temperature process","Oil","2021IndustryHigh temperature processOil",182.29710548446
"248",2021,"Industry","Low temperature process","Oil","2021IndustryLow temperature processOil",253.929224745615
"249",2021,"Industry","Drying/separation","Oil","2021IndustryDrying/separationOil",74.4339493923827
"250",2021,"Industry","Unknown (heat)","Oil","2021IndustryUnknown (heat)Oil",0
"251",2021,"Industry","Heat total","Oil","2021IndustryHeat totalOil",626.358462881448
"252",2021,"Industry","Motors","Oil","2021IndustryMotorsOil",0
"253",2021,"Industry","Compressed air","Oil","2021IndustryCompressed airOil",0
"254",2021,"Industry","Lighting","Oil","2021IndustryLightingOil",0
"255",2021,"Industry","Refrigeration","Oil","2021IndustryRefrigerationOil",0
"256",2021,"Industry","Other","Oil","2021IndustryOtherOil",74.2641305785524
"257",2021,"Industry","Overall total","Oil","2021IndustryOverall totalOil",700.62259346
"258",2021,"Transport","Non-heat purposes","Oil","2021TransportNon-heat purposesOil",41592.5
"259",2021,"Total","Space heating","Oil","2021TotalSpace heatingOil",3651.40556739266
"260",2021,"Total","Water heating","Oil","2021TotalWater heatingOil",706.757492827552
"261",2021,"Total","Cooking/catering","Oil","2021TotalCooking/cateringOil",756.792770264887
"262",2021,"Total","Process use","Oil","2021TotalProcess useOil",436.226330230075
"263",2021,"Total","Drying/separation","Oil","2021TotalDrying/separationOil",74.4339493923827
"264",2021,"Total","Unknown (heat)","Oil","2021TotalUnknown (heat)Oil",0
"265",2021,"Total","Heat total","Oil","2021TotalHeat totalOil",5625.61611010756
"266",2021,"Total","Computing","Oil","2021TotalComputingOil",0
"267",2021,"Total","Cooling and ventilation","Oil","2021TotalCooling and ventilationOil",40.4871973842111
"268",2021,"Total","Lighting and appliances","Oil","2021TotalLighting and appliancesOil",0
"269",2021,"Total","Motors","Oil","2021TotalMotorsOil",0
"270",2021,"Total","Compressed air","Oil","2021TotalCompressed airOil",0
"271",2021,"Total","Refrigeration","Oil","2021TotalRefrigerationOil",0
"272",2021,"Total","Other","Oil","2021TotalOtherOil",133.059285968232
"273",2021,"Total","Transport","Oil","2021TotalTransportOil",41592.5
"274",2021,"Total","Non-heat total","Oil","2021TotalNon-heat totalOil",41766.0464833524
"275",2021,"Total","Overall total","Oil","2021TotalOverall totalOil",47391.66259346
"276",2021,"Total","Overall total excluding transport","Oil","2021TotalOverall total excluding transportOil",5799.16259346
"277",2020,"Domestic","Space heating","Oil","2020DomesticSpace heatingOil",1949.45906705016
"278",2020,"Domestic","Water heating","Oil","2020DomesticWater heatingOil",447.070932949843
"279",2020,"Domestic","Cooking/catering","Oil","2020DomesticCooking/cateringOil",0
"280",2020,"Domestic","Heat total","Oil","2020DomesticHeat totalOil",2396.53
"281",2020,"Domestic","Lighting and appliances","Oil","2020DomesticLighting and appliancesOil",0
"282",2020,"Domestic","Overall total","Oil","2020DomesticOverall totalOil",2396.53
"283",2020,"Service","Space heating","Oil","2020ServiceSpace heatingOil",1510.9634524436
"284",2020,"Service","Water heating","Oil","2020ServiceWater heatingOil",242.421424517622
"285",2020,"Service","Cooking/catering","Oil","2020ServiceCooking/cateringOil",756.792770264887
"286",2020,"Service","Heat total","Oil","2020ServiceHeat totalOil",2510.17764722611
"287",2020,"Service","Computing","Oil","2020ServiceComputingOil",0
"288",2020,"Service","Cooling and ventilation","Oil","2020ServiceCooling and ventilationOil",40.4871973842111
"289",2020,"Service","Lighting","Oil","2020ServiceLightingOil",0
"290",2020,"Service","Other","Oil","2020ServiceOtherOil",58.7951553896798
"291",2020,"Service","Overall total","Oil","2020ServiceOverall totalOil",2609.46
"292",2020,"Industry","Space heating","Oil","2020IndustrySpace heatingOil",115.69818325899
"293",2020,"Industry","High temperature process","Oil","2020IndustryHigh temperature processOil",182.29710548446
"294",2020,"Industry","Low temperature process","Oil","2020IndustryLow temperature processOil",253.929224745615
"295",2020,"Industry","Drying/separation","Oil","2020IndustryDrying/separationOil",74.4339493923827
"296",2020,"Industry","Unknown (heat)","Oil","2020IndustryUnknown (heat)Oil",0
"297",2020,"Industry","Heat total","Oil","2020IndustryHeat totalOil",626.358462881448
"298",2020,"Industry","Motors","Oil","2020IndustryMotorsOil",0
"299",2020,"Industry","Compressed air","Oil","2020IndustryCompressed airOil",0
"300",2020,"Industry","Lighting","Oil","2020IndustryLightingOil",0
"301",2020,"Industry","Refrigeration","Oil","2020IndustryRefrigerationOil",0
"302",2020,"Industry","Other","Oil","2020IndustryOtherOil",74.2641305785524
"303",2020,"Industry","Overall total","Oil","2020IndustryOverall totalOil",700.62259346
"304",2020,"Transport","Non-heat purposes","Oil","2020TransportNon-heat purposesOil",41592.5
"305",2020,"Total","Space heating","Oil","2020TotalSpace heatingOil",3576.12070275275
"306",2020,"Total","Water heating","Oil","2020TotalWater heatingOil",689.492357467466
"307",2020,"Total","Cooking/catering","Oil","2020TotalCooking/cateringOil",756.792770264887
"308",2020,"Total","Process use","Oil","2020TotalProcess useOil",436.226330230075
"309",2020,"Total","Drying/separation","Oil","2020TotalDrying/separationOil",74.4339493923827
"310",2020,"Total","Unknown (heat)","Oil","2020TotalUnknown (heat)Oil",0
"311",2020,"Total","Heat total","Oil","2020TotalHeat totalOil",5533.06611010756
"312",2020,"Total","Computing","Oil","2020TotalComputingOil",0
"313",2020,"Total","Cooling and ventilation","Oil","2020TotalCooling and ventilationOil",40.4871973842111
"314",2020,"Total","Lighting and appliances","Oil","2020TotalLighting and appliancesOil",0
"315",2020,"Total","Motors","Oil","2020TotalMotorsOil",0
"316",2020,"Total","Compressed air","Oil","2020TotalCompressed airOil",0
"317",2020,"Total","Refrigeration","Oil","2020TotalRefrigerationOil",0
"318",2020,"Total","Other","Oil","2020TotalOtherOil",133.059285968232
"319",2020,"Total","Transport","Oil","2020TotalTransportOil",41592.5
"320",2020,"Total","Non-heat total","Oil","2020TotalNon-heat totalOil",41766.0464833524
"321",2020,"Total","Overall total","Oil","2020TotalOverall totalOil",47299.11259346
"322",2020,"Total","Overall total excluding transport","Oil","2020TotalOverall total excluding transportOil",5706.61259346
"323",2019,"Domestic","Space heating","Oil","2019DomesticSpace heatingOil",2018.47387830251
"324",2019,"Domestic","Water heating","Oil","2019DomesticWater heatingOil",457.416121697494
"325",2019,"Domestic","Cooking/catering","Oil","2019DomesticCooking/cateringOil",0
"326",2019,"Domestic","Heat total","Oil","2019DomesticHeat totalOil",2475.89
"327",2019,"Domestic","Lighting and appliances","Oil","2019DomesticLighting and appliancesOil",0
"328",2019,"Domestic","Overall total","Oil","2019DomesticOverall totalOil",2475.89
"329",2019,"Service","Space heating","Oil","2019ServiceSpace heatingOil",1628.84299060417
"330",2019,"Service","Water heating","Oil","2019ServiceWater heatingOil",261.334208619811
"331",2019,"Service","Cooking/catering","Oil","2019ServiceCooking/cateringOil",815.834821942447
"332",2019,"Service","Heat total","Oil","2019ServiceHeat totalOil",2706.01202116642
"333",2019,"Service","Computing","Oil","2019ServiceComputingOil",0
"334",2019,"Service","Cooling and ventilation","Oil","2019ServiceCooling and ventilationOil",43.6458522949887
"335",2019,"Service","Lighting","Oil","2019ServiceLightingOil",0
"336",2019,"Service","Other","Oil","2019ServiceOtherOil",63.3821265385884
"337",2019,"Service","Overall total","Oil","2019ServiceOverall totalOil",2813.04
"338",2019,"Industry","Space heating","Oil","2019IndustrySpace heatingOil",143.31805600021
"339",2019,"Industry","High temperature process","Oil","2019IndustryHigh temperature processOil",190.664364709809
"340",2019,"Industry","Low temperature process","Oil","2019IndustryLow temperature processOil",283.221816845671
"341",2019,"Industry","Drying/separation","Oil","2019IndustryDrying/separationOil",78.9520617516344
"342",2019,"Industry","Unknown (heat)","Oil","2019IndustryUnknown (heat)Oil",0
"343",2019,"Industry","Heat total","Oil","2019IndustryHeat totalOil",696.156299307324
"344",2019,"Industry","Motors","Oil","2019IndustryMotorsOil",0
"345",2019,"Industry","Compressed air","Oil","2019IndustryCompressed airOil",0
"346",2019,"Industry","Lighting","Oil","2019IndustryLightingOil",0
"347",2019,"Industry","Refrigeration","Oil","2019IndustryRefrigerationOil",0
